index,dt,AverageTemperature,AverageTemperatureUncertainty,Country
173776,1937-11-01,6.361000000000001,0.453,Faroe Islands
173788,1938-11-01,6.634,0.38,Faroe Islands
173800,1939-11-01,5.978,0.32,Faroe Islands
173812,1940-11-01,5.571000000000001,0.52,Faroe Islands
173824,1941-11-01,7.115,0.603,Faroe Islands
173836,1942-11-01,6.329,0.52,Faroe Islands
173848,1943-11-01,5.397,0.731,Faroe Islands
173860,1944-11-01,4.861000000000001,0.6970000000000001,Faroe Islands
173872,1945-11-01,8.154,0.64,Faroe Islands
173884,1946-11-01,6.324,0.444,Faroe Islands
173896,1947-11-01,4.606,0.353,Faroe Islands
173908,1948-11-01,6.7,0.309,Faroe Islands
173920,1949-11-01,7.311,0.218,Faroe Islands
173932,1950-11-01,5.029999999999999,0.338,Faroe Islands
173944,1951-11-01,6.609,0.564,Faroe Islands
173956,1952-11-01,4.337,0.4920000000000001,Faroe Islands
173968,1953-11-01,7.047000000000001,0.284,Faroe Islands
173980,1954-11-01,6.227,0.306,Faroe Islands
173992,1955-11-01,7.781000000000001,0.799,Faroe Islands
174004,1956-11-01,7.3,0.998,Faroe Islands
174016,1957-11-01,6.783,0.523,Faroe Islands
174028,1958-11-01,8.107999999999999,0.422,Faroe Islands
174040,1959-11-01,6.891,1.34,Faroe Islands
174052,1960-11-01,6.956,0.425,Faroe Islands
174064,1961-11-01,6.067,0.954,Faroe Islands
174076,1962-11-01,5.211,0.741,Faroe Islands
174088,1963-11-01,4.855,0.594,Faroe Islands
174100,1964-11-01,6.564,0.4,Faroe Islands
174112,1965-11-01,3.947,0.637,Faroe Islands
174124,1966-11-01,4.638999999999999,0.344,Faroe Islands
174136,1967-11-01,6.109999999999999,0.7959999999999999,Faroe Islands
174148,1968-11-01,6.726,0.265,Faroe Islands
174160,1969-11-01,2.555,0.361,Faroe Islands
174172,1970-11-01,4.936999999999999,0.342,Faroe Islands
174184,1971-11-01,4.822,0.298,Faroe Islands
174196,1972-11-01,5.523,0.247,Faroe Islands
174208,1973-11-01,3.48,0.364,Faroe Islands
174220,1974-11-01,6.48,0.556,Faroe Islands
174232,1975-11-01,6.505,0.316,Faroe Islands
174244,1976-11-01,7.037999999999999,0.267,Faroe Islands
174256,1977-11-01,4.779999999999999,0.268,Faroe Islands
174268,1978-11-01,5.886,0.417,Faroe Islands
174280,1979-11-01,5.183,0.281,Faroe Islands
174292,1980-11-01,4.651,0.557,Faroe Islands
174304,1981-11-01,4.829,0.304,Faroe Islands
174316,1982-11-01,5.572,0.296,Faroe Islands
174328,1983-11-01,6.041,0.458,Faroe Islands
174340,1984-11-01,6.8020000000000005,0.219,Faroe Islands
174352,1985-11-01,3.695,0.425,Faroe Islands
174364,1986-11-01,6.074,0.221,Faroe Islands
174376,1987-11-01,7.151999999999999,0.32,Faroe Islands
174388,1988-11-01,6.3,0.297,Faroe Islands
174400,1989-11-01,6.476,0.256,Faroe Islands
174412,1990-11-01,6.622999999999998,0.447,Faroe Islands
174424,1991-11-01,5.871,0.283,Faroe Islands
174436,1992-11-01,5.658,0.395,Faroe Islands
174448,1993-11-01,7.196999999999999,0.406,Faroe Islands
174460,1994-11-01,7.776999999999999,0.3720000000000001,Faroe Islands
174472,1995-11-01,6.332000000000001,0.262,Faroe Islands
174484,1996-11-01,2.881,0.568,Faroe Islands
174496,1997-11-01,7.798999999999999,0.259,Faroe Islands
174508,1998-11-01,5.894,0.411,Faroe Islands
174520,1999-11-01,6.797999999999999,0.4270000000000001,Faroe Islands
174532,2000-11-01,6.593,0.236,Faroe Islands
174544,2001-11-01,6.08,0.335,Faroe Islands
174556,2002-11-01,7.534,0.225,Faroe Islands
174568,2003-11-01,7.585,0.138,Faroe Islands
174580,2004-11-01,6.192,0.285,Faroe Islands
174592,2005-11-01,5.893,0.324,Faroe Islands
174604,2006-11-01,6.779999999999999,0.282,Faroe Islands
174616,2007-11-01,5.892,0.255,Faroe Islands
174628,2008-11-01,5.876,0.337,Faroe Islands
174640,2009-11-01,7.3889999999999985,0.404,Faroe Islands
174652,2010-11-01,4.912,0.763,Faroe Islands
174664,2011-11-01,8.488,0.257,Faroe Islands
174676,2012-11-01,5.726999999999999,0.536,Faroe Islands
174687,1894-11-01,26.166,0.73,Federated States Of Micronesia
174699,1895-11-01,26.335,0.677,Federated States Of Micronesia
174711,1896-11-01,26.028,0.687,Federated States Of Micronesia
174771,1901-11-01,26.719,0.732,Federated States Of Micronesia
174783,1902-11-01,25.678,0.877,Federated States Of Micronesia
174795,1903-11-01,26.046,0.81,Federated States Of Micronesia
174807,1904-11-01,26.693,0.652,Federated States Of Micronesia
174819,1905-11-01,26.811,0.657,Federated States Of Micronesia
174831,1906-11-01,25.994,0.764,Federated States Of Micronesia
174855,1908-11-01,26.178,0.821,Federated States Of Micronesia
174867,1909-11-01,26.889,0.7,Federated States Of Micronesia
174879,1910-11-01,26.288,0.901,Federated States Of Micronesia
174891,1911-11-01,26.815,0.691,Federated States Of Micronesia
174903,1912-11-01,26.289,0.649,Federated States Of Micronesia
174915,1913-11-01,26.528,0.6679999999999999,Federated States Of Micronesia
174927,1914-11-01,26.447,0.878,Federated States Of Micronesia
174939,1915-11-01,26.824,0.655,Federated States Of Micronesia
174951,1916-11-01,26.311,0.667,Federated States Of Micronesia
174963,1917-11-01,26.445,0.733,Federated States Of Micronesia
174975,1918-11-01,26.468000000000004,0.62,Federated States Of Micronesia
174987,1919-11-01,26.412,1.092,Federated States Of Micronesia
174999,1920-11-01,26.474,0.7440000000000001,Federated States Of Micronesia
175011,1921-11-01,26.868,0.954,Federated States Of Micronesia
175023,1922-11-01,26.482,0.64,Federated States Of Micronesia
175035,1923-11-01,26.592,0.578,Federated States Of Micronesia
175047,1924-11-01,27.027,0.542,Federated States Of Micronesia
175059,1925-11-01,26.662,0.71,Federated States Of Micronesia
175071,1926-11-01,26.484,0.61,Federated States Of Micronesia
175083,1927-11-01,27.291,0.655,Federated States Of Micronesia
175095,1928-11-01,27.122,0.499,Federated States Of Micronesia
175107,1929-11-01,26.979,1.144,Federated States Of Micronesia
175119,1930-11-01,26.956,0.449,Federated States Of Micronesia
175131,1931-11-01,26.837,0.342,Federated States Of Micronesia
175143,1932-11-01,26.779,0.341,Federated States Of Micronesia
175155,1933-11-01,26.495,0.419,Federated States Of Micronesia
175167,1934-11-01,26.846,0.6509999999999999,Federated States Of Micronesia
175179,1935-11-01,26.392,0.687,Federated States Of Micronesia
175191,1936-11-01,26.797,0.653,Federated States Of Micronesia
175203,1937-11-01,27.12,0.479,Federated States Of Micronesia
175215,1938-11-01,27.129,0.55,Federated States Of Micronesia
175227,1939-11-01,26.604,0.5329999999999999,Federated States Of Micronesia
175239,1940-11-01,26.705,0.8220000000000001,Federated States Of Micronesia
175251,1941-11-01,27.335,1.239,Federated States Of Micronesia
175263,1942-11-01,26.507,0.995,Federated States Of Micronesia
175275,1943-11-01,26.631,0.496,Federated States Of Micronesia
175287,1944-11-01,26.935,0.514,Federated States Of Micronesia
175299,1945-11-01,26.826,0.386,Federated States Of Micronesia
175311,1946-11-01,27.225,0.442,Federated States Of Micronesia
175323,1947-11-01,26.922,0.787,Federated States Of Micronesia
175335,1948-11-01,26.563,0.557,Federated States Of Micronesia
175347,1949-11-01,26.554,0.344,Federated States Of Micronesia
175359,1950-11-01,26.513,0.338,Federated States Of Micronesia
175371,1951-11-01,27.48,0.585,Federated States Of Micronesia
175383,1952-11-01,26.845,0.38,Federated States Of Micronesia
175395,1953-11-01,27.134,0.631,Federated States Of Micronesia
175407,1954-11-01,26.485,0.223,Federated States Of Micronesia
175419,1955-11-01,26.765,0.322,Federated States Of Micronesia
175431,1956-11-01,26.955,0.5589999999999999,Federated States Of Micronesia
175443,1957-11-01,26.776,0.458,Federated States Of Micronesia
175455,1958-11-01,26.626,0.436,Federated States Of Micronesia
175467,1959-11-01,26.915,0.425,Federated States Of Micronesia
175479,1960-11-01,26.89,0.294,Federated States Of Micronesia
175491,1961-11-01,26.562,0.508,Federated States Of Micronesia
175503,1962-11-01,26.583,0.211,Federated States Of Micronesia
175515,1963-11-01,27.049,0.349,Federated States Of Micronesia
175527,1964-11-01,26.594,0.478,Federated States Of Micronesia
175539,1965-11-01,26.529,0.328,Federated States Of Micronesia
175551,1966-11-01,26.654,0.335,Federated States Of Micronesia
175563,1967-11-01,26.494,0.41,Federated States Of Micronesia
175575,1968-11-01,26.76,0.488,Federated States Of Micronesia
175587,1969-11-01,26.851,0.463,Federated States Of Micronesia
175599,1970-11-01,26.689,0.508,Federated States Of Micronesia
175611,1971-11-01,26.834,0.487,Federated States Of Micronesia
175623,1972-11-01,27.131,0.134,Federated States Of Micronesia
175635,1973-11-01,27.259,0.675,Federated States Of Micronesia
175647,1974-11-01,27.003,0.3720000000000001,Federated States Of Micronesia
175659,1975-11-01,26.855,0.7140000000000001,Federated States Of Micronesia
175671,1976-11-01,27.19,0.601,Federated States Of Micronesia
175683,1977-11-01,27.074,0.221,Federated States Of Micronesia
175695,1978-11-01,27.244,0.4370000000000001,Federated States Of Micronesia
175707,1979-11-01,27.342,0.1669999999999999,Federated States Of Micronesia
175719,1980-11-01,27.429,0.296,Federated States Of Micronesia
175731,1981-11-01,27.401,0.247,Federated States Of Micronesia
175743,1982-11-01,27.02,0.366,Federated States Of Micronesia
175755,1983-11-01,27.557,0.448,Federated States Of Micronesia
175767,1984-11-01,27.117,0.363,Federated States Of Micronesia
175779,1985-11-01,27.207,0.52,Federated States Of Micronesia
175791,1986-11-01,27.37,0.3,Federated States Of Micronesia
175803,1987-11-01,27.55,0.37,Federated States Of Micronesia
175815,1988-11-01,27.61,0.527,Federated States Of Micronesia
175827,1989-11-01,27.474,0.564,Federated States Of Micronesia
175839,1990-11-01,27.639,0.61,Federated States Of Micronesia
175851,1991-11-01,26.945,0.42,Federated States Of Micronesia
175863,1992-11-01,27.156,0.213,Federated States Of Micronesia
175875,1993-11-01,27.21,0.19,Federated States Of Micronesia
175887,1994-11-01,27.49,0.389,Federated States Of Micronesia
175899,1995-11-01,27.512,0.159,Federated States Of Micronesia
175911,1996-11-01,27.147,0.768,Federated States Of Micronesia
175923,1997-11-01,27.313,0.19,Federated States Of Micronesia
175935,1998-11-01,27.321,0.147,Federated States Of Micronesia
175947,1999-11-01,27.211,0.166,Federated States Of Micronesia
175959,2000-11-01,27.806,0.256,Federated States Of Micronesia
175971,2001-11-01,27.258000000000003,0.381,Federated States Of Micronesia
175983,2002-11-01,27.675,0.319,Federated States Of Micronesia
175995,2003-11-01,27.969,1.083,Federated States Of Micronesia
176007,2004-11-01,27.509,0.241,Federated States Of Micronesia
176019,2005-11-01,27.808000000000003,0.143,Federated States Of Micronesia
176031,2006-11-01,27.084,1.031,Federated States Of Micronesia
176043,2007-11-01,27.163,0.253,Federated States Of Micronesia
176055,2008-11-01,27.475,0.647,Federated States Of Micronesia
176067,2009-11-01,27.696,0.429,Federated States Of Micronesia
176079,2010-11-01,27.896,0.807,Federated States Of Micronesia
176091,2011-11-01,27.343000000000004,0.363,Federated States Of Micronesia
176103,2012-11-01,27.931,0.204,Federated States Of Micronesia
176124,1867-11-01,24.593000000000004,2.36,Fiji
176136,1868-11-01,23.911,1.172,Fiji
176148,1869-11-01,24.655,0.7140000000000001,Fiji
176160,1870-11-01,24.905,1.372,Fiji
176172,1871-11-01,25.14,1.334,Fiji
176184,1872-11-01,24.859,0.857,Fiji
176208,1874-11-01,24.077,1.278,Fiji
176220,1875-11-01,24.597,1.404,Fiji
176316,1883-11-01,24.193,0.748,Fiji
176328,1884-11-01,24.253,0.741,Fiji
176352,1886-11-01,23.409,1.803,Fiji
176364,1887-11-01,24.538,0.747,Fiji
176400,1890-11-01,24.451,0.975,Fiji
176412,1891-11-01,24.39,0.889,Fiji
176424,1892-11-01,24.155,0.97,Fiji
176436,1893-11-01,25.123,0.948,Fiji
176448,1894-11-01,24.502,1.294,Fiji
176460,1895-11-01,24.513,0.931,Fiji
176472,1896-11-01,24.696,0.586,Fiji
176484,1897-11-01,24.626,0.655,Fiji
176496,1898-11-01,24.564,1.264,Fiji
176508,1899-11-01,25.285,0.624,Fiji
176520,1900-11-01,25.029,0.501,Fiji
176532,1901-11-01,23.85,2.093,Fiji
176544,1902-11-01,24.177,0.865,Fiji
176556,1903-11-01,24.638,0.636,Fiji
176568,1904-11-01,24.203000000000003,1.061,Fiji
176580,1905-11-01,24.789,0.7290000000000001,Fiji
176592,1906-11-01,24.936,1.2819999999999998,Fiji
176604,1907-11-01,24.706,1.038,Fiji
176616,1908-11-01,24.356,0.8220000000000001,Fiji
176628,1909-11-01,25.042,0.967,Fiji
176640,1910-11-01,25.134,0.983,Fiji
176652,1911-11-01,25.049,0.562,Fiji
176664,1912-11-01,24.508000000000003,0.562,Fiji
176676,1913-11-01,24.906,0.5429999999999999,Fiji
176688,1914-11-01,24.289,0.912,Fiji
176700,1915-11-01,25.054,0.535,Fiji
176712,1916-11-01,25.186,2.114,Fiji
176724,1917-11-01,24.424,0.636,Fiji
176736,1918-11-01,25.418000000000003,1.01,Fiji
176748,1919-11-01,24.937,0.768,Fiji
176760,1920-11-01,24.973000000000003,0.471,Fiji
176772,1921-11-01,24.198,0.939,Fiji
176784,1922-11-01,23.556,1.154,Fiji
176796,1923-11-01,23.722,0.898,Fiji
176808,1924-11-01,25.06,0.6990000000000001,Fiji
176820,1925-11-01,24.523000000000003,0.39,Fiji
176832,1926-11-01,25.505,0.44,Fiji
176844,1927-11-01,25.555,0.435,Fiji
176856,1928-11-01,24.721,0.467,Fiji
176868,1929-11-01,25.986,0.541,Fiji
176880,1930-11-01,24.873,0.397,Fiji
176892,1931-11-01,25.531,0.517,Fiji
176904,1932-11-01,25.618,0.348,Fiji
176916,1933-11-01,25.913,0.38,Fiji
176928,1934-11-01,25.738000000000003,0.312,Fiji
176940,1935-11-01,25.437,0.435,Fiji
176952,1936-11-01,25.615,0.327,Fiji
176964,1937-11-01,25.452,0.574,Fiji
176976,1938-11-01,25.657,0.429,Fiji
176988,1939-11-01,24.719,0.254,Fiji
177000,1940-11-01,25.129,0.7140000000000001,Fiji
177012,1941-11-01,25.594,1.381,Fiji
177024,1942-11-01,24.334,0.721,Fiji
177036,1943-11-01,25.859,0.3229999999999999,Fiji
177048,1944-11-01,24.624,0.475,Fiji
177060,1945-11-01,24.647,0.365,Fiji
177072,1946-11-01,25.235,0.745,Fiji
177084,1947-11-01,25.304,0.346,Fiji
177096,1948-11-01,25.512,0.37,Fiji
177108,1949-11-01,25.231,0.341,Fiji
177120,1950-11-01,25.912,0.419,Fiji
177132,1951-11-01,25.212,0.459,Fiji
177144,1952-11-01,26.094,0.375,Fiji
177156,1953-11-01,25.63,0.221,Fiji
177168,1954-11-01,25.17,0.345,Fiji
177180,1955-11-01,25.806,0.436,Fiji
177192,1956-11-01,25.741,0.275,Fiji
177204,1957-11-01,24.691,0.454,Fiji
177216,1958-11-01,24.701,0.272,Fiji
177228,1959-11-01,25.224,0.3720000000000001,Fiji
177240,1960-11-01,25.705,0.5329999999999999,Fiji
177252,1961-11-01,24.982,0.26,Fiji
177264,1962-11-01,25.067,0.204,Fiji
177276,1963-11-01,25.298,0.273,Fiji
177288,1964-11-01,25.605,0.278,Fiji
177300,1965-11-01,24.487,0.408,Fiji
177312,1966-11-01,24.61,0.322,Fiji
177324,1967-11-01,25.147,0.315,Fiji
177336,1968-11-01,25.066,0.271,Fiji
177348,1969-11-01,24.881,0.371,Fiji
177360,1970-11-01,25.151,0.162,Fiji
177372,1971-11-01,25.989,0.354,Fiji
177384,1972-11-01,25.473000000000003,0.222,Fiji
177396,1973-11-01,25.774,0.29,Fiji
177408,1974-11-01,26.611,0.315,Fiji
177420,1975-11-01,25.755,0.185,Fiji
177432,1976-11-01,26.196,0.219,Fiji
177444,1977-11-01,24.99,0.342,Fiji
177456,1978-11-01,24.854,0.177,Fiji
177468,1979-11-01,25.473000000000003,0.226,Fiji
177480,1980-11-01,25.419,0.338,Fiji
177492,1981-11-01,25.773000000000003,0.272,Fiji
177504,1982-11-01,25.49,0.443,Fiji
177516,1983-11-01,25.663,0.43,Fiji
177528,1984-11-01,25.355,0.455,Fiji
177540,1985-11-01,25.971,0.348,Fiji
177552,1986-11-01,25.629,0.359,Fiji
177564,1987-11-01,26.031,0.195,Fiji
177576,1988-11-01,25.882,0.244,Fiji
177588,1989-11-01,25.745,0.365,Fiji
177600,1990-11-01,26.154,0.459,Fiji
177612,1991-11-01,25.447,0.438,Fiji
177624,1992-11-01,25.314,0.4,Fiji
177636,1993-11-01,26.101,0.214,Fiji
177648,1994-11-01,25.868,0.204,Fiji
177660,1995-11-01,26.391,0.324,Fiji
177672,1996-11-01,25.986,0.227,Fiji
177684,1997-11-01,25.87,0.309,Fiji
177696,1998-11-01,26.913,0.209,Fiji
177708,1999-11-01,25.966,0.143,Fiji
177720,2000-11-01,25.99,0.242,Fiji
177732,2001-11-01,26.333,0.267,Fiji
177744,2002-11-01,25.342,0.347,Fiji
177756,2003-11-01,25.191,0.327,Fiji
177768,2004-11-01,25.382,0.145,Fiji
177780,2005-11-01,25.813,0.17,Fiji
177792,2006-11-01,26.104,0.378,Fiji
177804,2007-11-01,26.123,0.261,Fiji
177816,2008-11-01,26.225,0.191,Fiji
177828,2009-11-01,24.986,0.488,Fiji
177840,2010-11-01,25.549,0.394,Fiji
177852,2011-11-01,25.902,0.27,Fiji
177864,2012-11-01,25.743,0.338,Fiji
179483,1877-11-01,0.3580000000000005,0.918,Finland
180215,1938-11-01,0.5789999999999997,0.318,Finland
180455,1958-11-01,0.3109999999999999,0.26,Finland
180563,1967-11-01,0.7430000000000003,0.13,Finland
180791,1986-11-01,0.1480000000000001,0.187,Finland
180959,2000-11-01,0.444,0.139,Finland
181019,2005-11-01,1.0789999999999995,0.211,Finland
181091,2011-11-01,0.9639999999999996,0.274,Finland
181114,1743-11-01,7.397,2.097,France (Europe)
181126,1744-11-01,6.803,1.983,France (Europe)
181222,1752-11-01,7.632999999999999,1.97,France (Europe)
181234,1753-11-01,5.231,2.9330000000000003,France (Europe)
181246,1754-11-01,7.782999999999999,2.161,France (Europe)
181258,1755-11-01,6.284000000000002,7.221,France (Europe)
181270,1756-11-01,4.2040000000000015,4.369,France (Europe)
181282,1757-11-01,6.073,4.619,France (Europe)
181294,1758-11-01,5.992999999999999,8.423,France (Europe)
181306,1759-11-01,3.579,6.487,France (Europe)
181318,1760-11-01,6.325,3.219,France (Europe)
181330,1761-11-01,5.502999999999999,2.299,France (Europe)
181342,1762-11-01,5.2700000000000005,2.537,France (Europe)
181354,1763-11-01,5.6560000000000015,3.671,France (Europe)
181366,1764-11-01,5.9540000000000015,3.326,France (Europe)
181378,1765-11-01,5.712999999999999,3.73,France (Europe)
181390,1766-11-01,7.475,5.311,France (Europe)
181402,1767-11-01,8.119,8.919,France (Europe)
181414,1768-11-01,7.009,5.997000000000001,France (Europe)
181426,1769-11-01,7.407999999999999,1.926,France (Europe)
181438,1770-11-01,7.047999999999999,7.45,France (Europe)
181450,1771-11-01,5.206,4.942,France (Europe)
181462,1772-11-01,8.175,6.058,France (Europe)
181474,1773-11-01,6.197,7.308,France (Europe)
181486,1774-11-01,4.352,8.457,France (Europe)
181498,1775-11-01,6.132999999999999,7.0710000000000015,France (Europe)
181510,1776-11-01,6.113,6.146,France (Europe)
181522,1777-11-01,7.247999999999999,2.857,France (Europe)
181534,1778-11-01,6.779,4.93,France (Europe)
181546,1779-11-01,6.6720000000000015,2.949,France (Europe)
181558,1780-11-01,5.71,2.593,France (Europe)
181570,1781-11-01,6.957999999999999,2.189,France (Europe)
181582,1782-11-01,3.349,9.042,France (Europe)
181594,1783-11-01,6.335,3.1710000000000003,France (Europe)
181606,1784-11-01,6.0440000000000005,2.86,France (Europe)
181618,1785-11-01,6.1800000000000015,5.105,France (Europe)
181630,1786-11-01,4.663,6.526,France (Europe)
181642,1787-11-01,6.394,1.5219999999999998,France (Europe)
181654,1788-11-01,4.307,3.253,France (Europe)
181666,1789-11-01,4.427,1.507,France (Europe)
181678,1790-11-01,6.597,1.798,France (Europe)
181690,1791-11-01,5.2,2.763,France (Europe)
181702,1792-11-01,6.268000000000002,3.245,France (Europe)
181714,1793-11-01,6.9030000000000005,6.093999999999999,France (Europe)
181726,1794-11-01,7.4140000000000015,2.9810000000000003,France (Europe)
181738,1795-11-01,5.3290000000000015,3.301,France (Europe)
181750,1796-11-01,6.218999999999999,3.467,France (Europe)
181762,1797-11-01,6.473000000000001,3.2510000000000003,France (Europe)
181774,1798-11-01,6.113,3.787,France (Europe)
181786,1799-11-01,5.421,2.761,France (Europe)
181798,1800-11-01,7.067,2.531,France (Europe)
181810,1801-11-01,6.601,1.803,France (Europe)
181822,1802-11-01,6.698,2.696,France (Europe)
181834,1803-11-01,6.756,2.753,France (Europe)
181846,1804-11-01,6.968,4.73,France (Europe)
181858,1805-11-01,3.761000000000001,3.111,France (Europe)
181870,1806-11-01,7.939,1.805,France (Europe)
181882,1807-11-01,6.0520000000000005,2.585,France (Europe)
181894,1808-11-01,6.187,2.364,France (Europe)
181906,1809-11-01,4.428999999999999,2.988,France (Europe)
181918,1810-11-01,6.678,3.232,France (Europe)
181930,1811-11-01,7.473000000000001,5.738,France (Europe)
181942,1812-11-01,4.69,3.435,France (Europe)
181954,1813-11-01,5.581,2.451,France (Europe)
181966,1814-11-01,6.768000000000002,7.191,France (Europe)
181978,1815-11-01,4.532,2.787,France (Europe)
181990,1816-11-01,4.588000000000001,8.258,France (Europe)
182002,1817-11-01,7.8450000000000015,1.921,France (Europe)
182014,1818-11-01,8.211,6.283,France (Europe)
182026,1819-11-01,5.167999999999999,2.296,France (Europe)
182038,1820-11-01,4.377000000000002,1.012,France (Europe)
182050,1821-11-01,8.576,2.776,France (Europe)
182062,1822-11-01,8.472000000000001,1.885,France (Europe)
182074,1823-11-01,5.569000000000001,3.247,France (Europe)
182086,1824-11-01,8.51,1.87,France (Europe)
182098,1825-11-01,6.8690000000000015,2.651,France (Europe)
182110,1826-11-01,5.2360000000000015,1.05,France (Europe)
182122,1827-11-01,4.6770000000000005,0.86,France (Europe)
182134,1828-11-01,7.099,2.074,France (Europe)
182146,1829-11-01,4.488,2.849,France (Europe)
182158,1830-11-01,7.022,1.919,France (Europe)
182170,1831-11-01,6.5870000000000015,6.067,France (Europe)
182182,1832-11-01,6.0520000000000005,0.99,France (Europe)
182194,1833-11-01,6.763999999999999,1.5719999999999998,France (Europe)
182206,1834-11-01,7.234,2.754,France (Europe)
182218,1835-11-01,4.706,1.367,France (Europe)
182230,1836-11-01,6.106,1.995,France (Europe)
182242,1837-11-01,5.3870000000000005,2.484,France (Europe)
182254,1838-11-01,6.9670000000000005,2.846,France (Europe)
182266,1839-11-01,7.395,1.927,France (Europe)
182278,1840-11-01,7.262,3.2510000000000003,France (Europe)
182290,1841-11-01,6.456,0.74,France (Europe)
182302,1842-11-01,5.053000000000001,1.658,France (Europe)
182314,1843-11-01,6.263999999999999,0.625,France (Europe)
182326,1844-11-01,6.739000000000001,0.7240000000000001,France (Europe)
182338,1845-11-01,7.513999999999999,1.269,France (Europe)
182350,1846-11-01,6.097,1.7619999999999998,France (Europe)
182362,1847-11-01,6.737,0.993,France (Europe)
182374,1848-11-01,5.1110000000000015,1.055,France (Europe)
182386,1849-11-01,5.457000000000002,1.725,France (Europe)
182398,1850-11-01,7.35,1.763,France (Europe)
182410,1851-11-01,2.8510000000000004,1.104,France (Europe)
182422,1852-11-01,9.448,1.561,France (Europe)
182434,1853-11-01,6.0,1.887,France (Europe)
182446,1854-11-01,4.596,1.069,France (Europe)
182458,1855-11-01,4.806,0.653,France (Europe)
182470,1856-11-01,4.386,0.7609999999999999,France (Europe)
182482,1857-11-01,7.388,0.588,France (Europe)
182494,1858-11-01,4.165000000000001,1.129,France (Europe)
182506,1859-11-01,5.896,1.521,France (Europe)
182518,1860-11-01,5.141,0.91,France (Europe)
182530,1861-11-01,6.266,1.526,France (Europe)
182542,1862-11-01,5.5680000000000005,0.8390000000000001,France (Europe)
182554,1863-11-01,6.825,0.8,France (Europe)
182566,1864-11-01,5.444000000000001,1.039,France (Europe)
182578,1865-11-01,7.232,1.042,France (Europe)
182590,1866-11-01,6.801,0.7929999999999999,France (Europe)
182602,1867-11-01,5.1930000000000005,1.925,France (Europe)
182614,1868-11-01,4.814,1.008,France (Europe)
182626,1869-11-01,6.336,0.5489999999999999,France (Europe)
182638,1870-11-01,5.843,1.5619999999999998,France (Europe)
182650,1871-11-01,3.5760000000000005,0.747,France (Europe)
182662,1872-11-01,7.622000000000001,0.848,France (Europe)
182674,1873-11-01,6.589,0.219,France (Europe)
182686,1874-11-01,5.7120000000000015,0.521,France (Europe)
182698,1875-11-01,6.154,0.591,France (Europe)
182710,1876-11-01,6.2570000000000014,0.8809999999999999,France (Europe)
182722,1877-11-01,7.86,0.974,France (Europe)
182734,1878-11-01,4.581,0.917,France (Europe)
182746,1879-11-01,3.983000000000001,0.677,France (Europe)
182758,1880-11-01,6.2250000000000005,1.656,France (Europe)
182770,1881-11-01,8.372,0.893,France (Europe)
182782,1882-11-01,7.172999999999999,0.833,France (Europe)
182794,1883-11-01,6.760000000000002,0.5920000000000001,France (Europe)
182806,1884-11-01,5.0120000000000005,0.56,France (Europe)
182818,1885-11-01,6.785,0.7070000000000001,France (Europe)
182830,1886-11-01,6.7810000000000015,0.616,France (Europe)
182842,1887-11-01,5.165,0.5720000000000001,France (Europe)
182854,1888-11-01,7.452000000000001,0.547,France (Europe)
182866,1889-11-01,6.247999999999999,0.767,France (Europe)
182878,1890-11-01,5.452000000000001,0.513,France (Europe)
182890,1891-11-01,5.666,0.68,France (Europe)
182902,1892-11-01,7.734,0.7240000000000001,France (Europe)
182914,1893-11-01,5.122000000000001,0.5710000000000001,France (Europe)
182926,1894-11-01,7.322999999999999,0.547,France (Europe)
182938,1895-11-01,9.094,0.461,France (Europe)
182950,1896-11-01,4.053999999999999,0.5660000000000001,France (Europe)
182962,1897-11-01,6.879,0.976,France (Europe)
182974,1898-11-01,7.614000000000001,0.433,France (Europe)
182986,1899-11-01,7.803999999999999,0.915,France (Europe)
182998,1900-11-01,6.8820000000000014,0.44,France (Europe)
183010,1901-11-01,4.737,0.762,France (Europe)
183022,1902-11-01,6.032,0.345,France (Europe)
183034,1903-11-01,6.7010000000000005,0.629,France (Europe)
183046,1904-11-01,5.4830000000000005,0.6629999999999999,France (Europe)
183058,1905-11-01,5.567,0.408,France (Europe)
183070,1906-11-01,7.343,0.316,France (Europe)
183082,1907-11-01,7.405,0.419,France (Europe)
183094,1908-11-01,6.331,0.58,France (Europe)
183106,1909-11-01,4.965,0.5589999999999999,France (Europe)
183118,1910-11-01,5.65,0.419,France (Europe)
183130,1911-11-01,7.217,0.435,France (Europe)
183142,1912-11-01,5.118,0.273,France (Europe)
183154,1913-11-01,8.902999999999999,0.284,France (Europe)
183166,1914-11-01,5.819000000000001,0.345,France (Europe)
183178,1915-11-01,4.379,0.528,France (Europe)
183190,1916-11-01,6.684,0.234,France (Europe)
183202,1917-11-01,6.836,0.599,France (Europe)
183214,1918-11-01,6.247000000000001,0.493,France (Europe)
183226,1919-11-01,4.206,0.255,France (Europe)
183238,1920-11-01,5.572,0.7879999999999999,France (Europe)
183250,1921-11-01,4.7780000000000005,0.186,France (Europe)
183262,1922-11-01,5.284000000000002,0.46,France (Europe)
183274,1923-11-01,5.384,0.316,France (Europe)
183286,1924-11-01,7.073,0.228,France (Europe)
183298,1925-11-01,4.718999999999999,0.3720000000000001,France (Europe)
183310,1926-11-01,8.066,0.324,France (Europe)
183322,1927-11-01,6.575,0.389,France (Europe)
183334,1928-11-01,7.8690000000000015,0.394,France (Europe)
